"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"FP.CPI.TOTL.ZG","Inflación, precios al consumidor (% anual)","La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.","Fondo Monetario Internacional, Estadísticas Financieras Internacionales y archivos de datos.",
